first_point_x,first_point_y
98707.861,432063.467
128237.524,483101.81
82956.857,450448.656
110380.539,390285.463
96503.639,437475.125
114181.706,489680.713
192273.038,449696.755
199772.035,357773.605
96524.526,438654.847
183208.191,328966.277
87139.749,454235.324
119798.9132,493967.739
170789.9022,482415.0606
150204.805,414715.26
78154.593,431701.672
166931.793,459334.004
86983.4792,454407.9067
255067.777,576893.454
156769.0,390769.0
94474.929,431099.756
144806.494,471515.544
137224.53,481329.641
85300.306,432276.327
190411.6704,554297.9973
110494.837,478671.127
84004.904,440483.562
148262.4459,487349.7987
253265.8356,469928.7535
143120.973,429363.9
158770.1044,469234.9378
182054.019,574509.117
136331.815,452208.803
180571.409,381136.173
86096.3384,432115.5977
118423.815,490459.726
232913.89,553448.292
209953.833,520589.809
144518.039,429050.154
156572.199,385687.16
115558.173,481003.455
103045.832,411400.745
98370.418,407459.089
147544.636,419158.92
151347.534,480651.453
38555.057,406502.382
125139.977,411706.889
224106.2182,513881.8631
224173.563,512803.982
167223.316,464616.506
130824.383,549084.725
224218.0,513309.0
224093.0,513260.0
