type	starttime_new	endtime_new	vild_primair_wegnummer	primaire_locatie_lengtegraad	primaire_locatie_breedtegraad	duration
accident	27-11-2019 08:47	27-11-2019 10:02	A10	4.939039707	52.4073143	75.66666667
vehicle_obstruction	27-11-2019 08:47	27-11-2019 10:03	N471	4.453057766	51.97120667	76.13333333
vehicle_obstruction	27-11-2019 08:48	27-11-2019 10:03	A28	6.591747284	53.16689301	75.78333333
accident	27-11-2019 08:53	27-11-2019 10:09	A17	4.458956242	51.55858231	75.93333333
vehicle_obstruction	27-11-2019 08:56	27-11-2019 09:01	A2	5.075208187	52.08518982	4.616666667
accident	27-11-2019 08:56	27-11-2019 10:11	N831	5.280905247	51.75597	75.25
vehicle_obstruction	27-11-2019 08:57	27-11-2019 09:23	A4	4.309287071	51.51060104	26.63333333
accident	27-11-2019 08:57	27-11-2019 10:12	A27	5.32725668	52.31095123	75.73333333
general_obstruction	27-11-2019 08:57	27-11-2019 09:51	A2	5.068521023	52.06288147	54.16666667
vehicle_obstruction	27-11-2019 08:58	27-11-2019 10:13	A1	5.221974373	52.24192429	75.71666667
vehicle_obstruction	27-11-2019 09:00	27-11-2019 09:07	A12	5.07569313	52.06406021	6.95
vehicle_obstruction	27-11-2019 09:01	27-11-2019 09:05	A67	5.788337231	51.41215897	3.566666667
vehicle_obstruction	27-11-2019 09:02	27-11-2019 10:17	A1	4.965888977	52.3515892	75.18333333
vehicle_obstruction	27-11-2019 09:05	27-11-2019 10:21	A15	4.423909187	51.87145233	76.08333333
accident	27-11-2019 09:06	27-11-2019 10:21	A2	4.95319891	52.28005981	75.23333333
general_obstruction	27-11-2019 09:18	27-11-2019 10:45	A16	4.537415028	51.92407227	87.6
vehicle_obstruction	27-11-2019 09:18	27-11-2019 10:33	A32	5.939797401	52.95681381	75.28333333
vehicle_obstruction	27-11-2019 09:18	27-11-2019 09:23	A28	5.332367897	52.11977005	5.25
vehicle_obstruction	27-11-2019 09:19	27-11-2019 10:34	A1	4.977038383	52.34586334	75.35
vehicle_obstruction	27-11-2019 09:19	27-11-2019 10:34	A28	6.501879692	52.86631393	75.16666667
vehicle_obstruction	27-11-2019 09:25	27-11-2019 10:40	A58	3.909609318	51.47972488	75.73333333
general_obstruction	27-11-2019 09:26	27-11-2019 09:44	N3	4.68856144	51.79811478	18.33333333
vehicle_obstruction	27-11-2019 09:26	27-11-2019 10:41	A1	5.10500288	52.3154068	75.3
vehicle_obstruction	27-11-2019 09:26	27-11-2019 10:41	A4	4.453872204	52.10539627	75.11666667
vehicle_obstruction	27-11-2019 09:26	27-11-2019 10:42	A10	4.974182129	52.37623215	75.85
vehicle_obstruction	27-11-2019 09:27	27-11-2019 09:32	A67	5.336957932	51.37810135	5.55
vehicle_obstruction	27-11-2019 09:27	27-11-2019 10:43	A16	4.535848141	51.9222908	76.28333333
vehicle_obstruction	27-11-2019 09:29	27-11-2019 10:44	A7	6.132584572	53.10414505	75.33333333
vehicle_obstruction	27-11-2019 09:31	27-11-2019 09:35	A12	5.989982605	51.97429276	4.766666667
vehicle_obstruction	27-11-2019 09:32	27-11-2019 10:47	A1	5.237715721	52.23262787	75.56666667
vehicle_obstruction	27-11-2019 09:32	27-11-2019 10:47	N62	3.763233185	51.4250412	75.38333333
vehicle_obstruction	27-11-2019 09:33	27-11-2019 11:11	A10	4.97400713	52.37218857	98.18333333
vehicle_obstruction	27-11-2019 09:34	27-11-2019 10:23	N459	4.725385189	52.05815887	49.2
general_obstruction	27-11-2019 09:35	27-11-2019 09:42	N3	4.68856144	51.79811478	7.083333333
vehicle_obstruction	27-11-2019 09:37	27-11-2019 10:56	A58	3.923890114	51.47838974	78.21666667
vehicle_obstruction	27-11-2019 09:38	27-11-2019 09:40	A58	3.94630003	51.47386169	2.95
vehicle_obstruction	27-11-2019 09:39	27-11-2019 15:14	A27	4.931439877	51.79991913	335.0666667
vehicle_obstruction	27-11-2019 09:40	27-11-2019 10:53	A27	4.928520203	51.78527069	73.08333333
vehicle_obstruction	27-11-2019 09:40	27-11-2019 11:11	A1	5.105060101	52.31547928	91.46666667
vehicle_obstruction	27-11-2019 09:40	27-11-2019 10:55	A7	6.133121967	53.10300827	75.26666667
accident	27-11-2019 09:42	27-11-2019 10:57		4.898814678	52.07963943	75.41666667
vehicle_obstruction	27-11-2019 09:44	27-11-2019 11:00	A2	5.447975159	51.40545654	76.08333333
vehicle_obstruction	27-11-2019 09:45	27-11-2019 11:11	A58	5.30782795	51.49417114	86.15
vehicle_obstruction	27-11-2019 09:50	27-11-2019 11:29	A27	4.932076931	51.80135727	98.75
vehicle_obstruction	27-11-2019 09:53	27-11-2019 11:08	N340	6.148168564	52.53238297	75.38333333
vehicle_obstruction	27-11-2019 09:54	27-11-2019 11:11	A65	5.286540031	51.65604019	77.65
vehicle_obstruction	27-11-2019 09:54	27-11-2019 11:10	A12	5.145851612	52.05581284	76.05
vehicle_obstruction	27-11-2019 10:01	27-11-2019 11:16	A15	4.53100872	51.86402893	75.2
general_obstruction	27-11-2019 10:03	27-11-2019 12:29	A28	5.473276138	52.24162292	146.0833333
accident	27-11-2019 10:03	27-11-2019 11:19	A2	5.492491722	51.40505219	76.01666667
vehicle_obstruction	27-11-2019 10:05	27-11-2019 10:59	A67	5.511980057	51.40502167	53.63333333
vehicle_obstruction	27-11-2019 10:06	27-11-2019 10:47	A28	5.472211838	52.24108887	41.55
general_obstruction	27-11-2019 10:09	27-11-2019 10:33	A28	6.492643833	52.85213089	24.7
vehicle_obstruction	27-11-2019 10:11	27-11-2019 11:26	N266	5.7000494	51.41890335	75.48333333
vehicle_obstruction	27-11-2019 10:13	27-11-2019 11:28	A2	5.348264217	51.59132004	75.46666667
vehicle_obstruction	27-11-2019 10:14	27-11-2019 11:29	A15	4.407296658	51.87364197	75.45
vehicle_obstruction	27-11-2019 10:16	27-11-2019 11:31	A2	4.950471878	52.28609085	75.68333333
vehicle_obstruction	27-11-2019 10:16	27-11-2019 11:31	A2	5.356258392	51.58008194	75.16666667
vehicle_obstruction	27-11-2019 10:16	27-11-2019 11:32		4.487218857	51.90898514	75.9
general_obstruction	27-11-2019 10:18	27-11-2019 11:33	N281	5.980968475	50.86856461	75.73333333
vehicle_obstruction	27-11-2019 10:21	27-11-2019 10:38	A15	4.426877975	51.87123871	16.83333333
vehicle_obstruction	27-11-2019 10:24	27-11-2019 11:39	A6	5.375561237	52.41128159	75.35
accident	27-11-2019 10:25	27-11-2019 11:41	A50	6.020578861	52.22125244	76
vehicle_obstruction	27-11-2019 10:25	27-11-2019 10:35	N231	4.72454977	52.13912964	9.266666667
vehicle_obstruction	27-11-2019 10:26	27-11-2019 11:11	A6	5.610145092	52.60126114	45.66666667
vehicle_obstruction	27-11-2019 10:26	27-11-2019 11:42	A6	5.176666737	52.34316635	76
vehicle_obstruction	27-11-2019 10:27	27-11-2019 11:43	N36	6.543567181	52.54447937	75.98333333
vehicle_obstruction	27-11-2019 10:29	27-11-2019 10:57	A6	5.533608437	52.51567459	28.01666667
vehicle_obstruction	27-11-2019 10:31	27-11-2019 11:46	A27	4.978608131	51.89677048	75.63333333
vehicle_obstruction	27-11-2019 10:41	27-11-2019 11:56	A7	6.223509312	53.14059067	75.76666667
vehicle_obstruction	27-11-2019 10:45	27-11-2019 12:01	A16	4.534446716	51.91901398	76.16666667
vehicle_obstruction	27-11-2019 10:46	27-11-2019 12:01	A16	4.734207153	51.56071091	75.81666667
vehicle_obstruction	27-11-2019 10:51	27-11-2019 12:24	N302	5.527923107	52.54830933	93.4
vehicle_obstruction	27-11-2019 10:55	27-11-2019 11:08	A16	4.534398079	51.91915894	13
vehicle_obstruction	27-11-2019 10:56	27-11-2019 11:14	N261	5.057666779	51.66213989	18.06666667
vehicle_obstruction	27-11-2019 10:57	27-11-2019 11:04	A16	4.73439312	51.5605011	7.966666667
vehicle_obstruction	27-11-2019 10:57	27-11-2019 11:43	A6	5.533608437	52.51567459	45.86666667
vehicle_obstruction	27-11-2019 10:58	27-11-2019 12:13	A12	4.707125187	52.04190826	75.7
vehicle_obstruction	27-11-2019 11:05	27-11-2019 11:25	N460	4.706989765	52.1525383	19.8
vehicle_obstruction	27-11-2019 11:05	27-11-2019 12:20	A12	5.646158695	52.01528549	75.51666667
vehicle_obstruction	27-11-2019 11:05	27-11-2019 11:10	A28	6.09321785	52.52159882	4.516666667
vehicle_obstruction	27-11-2019 11:07	27-11-2019 12:22	A7	4.963419437	52.55794525	75.16666667
vehicle_obstruction	27-11-2019 11:08	27-11-2019 11:50	A28	5.670361996	52.34215927	42.3
accident	27-11-2019 11:09	27-11-2019 12:24	A28	6.026119232	52.48360443	75.65
general_obstruction	27-11-2019 11:10	27-11-2019 11:33	A16	4.633487225	51.73410034	23.71666667
vehicle_obstruction	27-11-2019 11:12	27-11-2019 12:27	A28	6.20092535	52.59657669	75.3
vehicle_obstruction	27-11-2019 11:13	27-11-2019 12:29	N62	3.756921291	51.43886566	75.95
vehicle_obstruction	27-11-2019 11:15	27-11-2019 12:30	A38	4.580255032	51.88507843	75.6
vehicle_obstruction	27-11-2019 11:17	27-11-2019 11:22	A16	4.535808086	51.91402817	5.166666667
vehicle_obstruction	27-11-2019 11:18	27-11-2019 12:32	A29	4.397912025	51.71136856	74.78333333
accident	27-11-2019 11:18	27-11-2019 12:33	A1	5.453172207	52.16710663	75.75
vehicle_obstruction	27-11-2019 11:22	27-11-2019 11:32	A38	4.580530167	51.88578033	9.616666667
vehicle_obstruction	27-11-2019 11:24	27-11-2019 11:25	A58	4.461355209	51.52558899	1.133333333
vehicle_obstruction	27-11-2019 11:26	27-11-2019 11:34	A15	4.769106865	51.82846832	7.716666667
vehicle_obstruction	27-11-2019 11:28	27-11-2019 15:14	A27	4.908332825	51.73577118	225.8
vehicle_obstruction	27-11-2019 11:29	27-11-2019 12:45	A16	4.638783455	51.7454071	75.85
vehicle_obstruction	27-11-2019 11:32	27-11-2019 12:47	A58	4.201210499	51.42446518	75.16666667
vehicle_obstruction	27-11-2019 11:32	27-11-2019 12:48	A30	5.582607746	52.10476303	76.05
general_obstruction	27-11-2019 11:33	27-11-2019 11:38	A9	4.706260204	52.50754929	5.616666667
vehicle_obstruction	27-11-2019 11:33	27-11-2019 11:37	A9	4.705563068	52.50891113	4.016666667
vehicle_obstruction	27-11-2019 11:37	27-11-2019 11:46	A7	5.897216797	52.96816635	9.516666667
vehicle_obstruction	27-11-2019 11:38	27-11-2019 12:53	A15	4.844032288	51.82417297	75.28333333
vehicle_obstruction	27-11-2019 11:39	27-11-2019 12:04	A7	5.897220135	52.96778107	24.75
vehicle_obstruction	27-11-2019 11:40	27-11-2019 12:55	A326	5.723758698	51.82332993	75.1
vehicle_obstruction	27-11-2019 11:41	27-11-2019 12:56	A7	6.117210388	53.09861755	75.41666667
vehicle_obstruction	27-11-2019 11:43	27-11-2019 11:43	A15	4.552149773	51.86655045	0.45
vehicle_obstruction	27-11-2019 11:43	27-11-2019 11:43	A15	4.55396986	51.86624146	0.733333333
vehicle_obstruction	27-11-2019 11:46	27-11-2019 13:01	N197	4.655400753	52.47340775	75.56666667
vehicle_obstruction	27-11-2019 11:50	27-11-2019 12:08	A50	5.510419846	51.59617996	18.38333333
vehicle_obstruction	27-11-2019 11:53	27-11-2019 12:02	A7	5.897322178	52.96786499	9.083333333
general_obstruction	27-11-2019 11:54	27-11-2019 12:15	A4	4.383008957	51.6261673	21.4
general_obstruction	27-11-2019 11:56	27-11-2019 13:12	A20	4.348352432	51.9231987	75.85
vehicle_obstruction	27-11-2019 11:59	27-11-2019 13:14	A2	5.84435463	51.09976959	75.35
vehicle_obstruction	27-11-2019 12:03	27-11-2019 12:33	A17	4.642304897	51.69079971	30.36666667
vehicle_obstruction	27-11-2019 12:04	27-11-2019 13:32	A50	6.019301891	52.35074997	88.76666667
vehicle_obstruction	27-11-2019 12:04	27-11-2019 13:19	A2	5.321099281	51.7251091	75.15
vehicle_obstruction	27-11-2019 12:15	27-11-2019 13:30	A4	4.351943016	52.04632568	75.45
accident	27-11-2019 12:15	27-11-2019 13:31	N281	5.98466444	50.86591339	75.95
vehicle_obstruction	27-11-2019 12:17	27-11-2019 12:32	A7	6.060048103	53.07035828	15.3
vehicle_obstruction	27-11-2019 12:18	27-11-2019 12:31	A2	5.414982796	51.50535965	13.16666667
vehicle_obstruction	27-11-2019 12:21	27-11-2019 12:37	A76	5.881503105	50.93341064	16.31666667
accident	27-11-2019 12:27	27-11-2019 13:42	A2	5.301002026	51.66488266	75.23333333
vehicle_obstruction	27-11-2019 12:28	27-11-2019 13:43	A2	5.06512785	52.05315781	75.21666667
vehicle_obstruction	27-11-2019 12:30	27-11-2019 13:45	A2	5.754519463	50.8993454	75.7
vehicle_obstruction	27-11-2019 12:32	27-11-2019 13:01	N2	5.449178219	51.40639114	29.25
vehicle_obstruction	27-11-2019 12:32	27-11-2019 15:14	A67	5.389619827	51.3964119	161.6
accident	27-11-2019 12:37	27-11-2019 13:53	A2	5.841551304	51.09663773	76.1
accident	27-11-2019 12:38	27-11-2019 13:53	A6	5.748034954	52.6857338	75.25
vehicle_obstruction	27-11-2019 12:44	27-11-2019 12:47	A5	4.842915058	52.3955307	3.6
vehicle_obstruction	27-11-2019 12:44	27-11-2019 13:59	N209	4.420204639	51.95178986	75.4
vehicle_obstruction	27-11-2019 12:44	27-11-2019 13:59	A1	4.99851799	52.33385468	75.38333333
vehicle_obstruction	27-11-2019 12:46	27-11-2019 13:14	A5	4.783840179	52.39347839	27.86666667
general_obstruction	27-11-2019 12:47	27-11-2019 12:54	A10	4.844633579	52.33806229	7.433333333
vehicle_obstruction	27-11-2019 12:47	27-11-2019 14:02	A4	4.367826462	51.9155159	75.61666667
vehicle_obstruction	27-11-2019 12:47	27-11-2019 15:14	A76	5.835126877	50.94694901	146.8
general_obstruction	27-11-2019 12:48	27-11-2019 15:23	A73	5.836824894	51.76945877	155.05
accident	27-11-2019 12:50	27-11-2019 14:05	N342	6.989728451	52.36208344	75.41666667
vehicle_obstruction	27-11-2019 12:51	27-11-2019 12:52	A67	5.425899982	51.40415955	1.266666667
vehicle_obstruction	27-11-2019 12:52	27-11-2019 14:07	A28	6.441121101	52.70685196	75.56666667
vehicle_obstruction	27-11-2019 12:54	27-11-2019 14:10	N325	5.940393448	51.95935059	76.05
general_obstruction	27-11-2019 12:56	27-11-2019 14:11	A5	4.781642914	52.39345169	75.7
vehicle_obstruction	27-11-2019 13:00	27-11-2019 14:15	A10	4.973042488	52.38066483	75.68333333
vehicle_obstruction	27-11-2019 13:06	27-11-2019 13:08	A2	5.841822147	51.09703827	2.9
vehicle_obstruction	27-11-2019 13:10	27-11-2019 14:25	A10	4.92249012	52.41462708	75.15
vehicle_obstruction	27-11-2019 13:13	27-11-2019 15:14	N2	5.465473175	51.40542984	120.8166667
accident	27-11-2019 13:14	27-11-2019 14:29	A73	5.993835926	51.56141663	75.13333333
general_obstruction	27-11-2019 13:15	27-11-2019 14:16	A12	5.012714386	52.07567596	61.6
vehicle_obstruction	27-11-2019 13:15	27-11-2019 14:31	N205	4.682169437	52.34093857	75.78333333
general_obstruction	27-11-2019 13:16	27-11-2019 15:53	A325	5.878735065	51.9485817	157.75
vehicle_obstruction	27-11-2019 13:32	27-11-2019 14:47	A16	4.552602291	51.89633942	75.58333333
vehicle_obstruction	27-11-2019 13:33	27-11-2019 14:48	A10	4.962783813	52.35134888	75.21666667
accident	27-11-2019 13:35	27-11-2019 14:50	N65	5.238980293	51.63032913	75.45
vehicle_obstruction	27-11-2019 13:35	27-11-2019 14:51	A15	4.405792236	51.87334824	75.85
general_obstruction	27-11-2019 13:36	27-11-2019 14:00	A58	4.449220181	51.52851105	24.18333333
vehicle_obstruction	27-11-2019 13:36	27-11-2019 15:14	N277	5.657810211	51.7883606	97.83333333
vehicle_obstruction	27-11-2019 13:38	27-11-2019 13:49	N286	4.29679203	51.54309082	10.76666667
vehicle_obstruction	27-11-2019 13:38	27-11-2019 14:53	A15	4.731648922	51.83465576	75.16666667
vehicle_obstruction	27-11-2019 13:42	27-11-2019 14:58	A4	4.38051939	51.92593765	75.98333333
vehicle_obstruction	27-11-2019 13:42	27-11-2019 14:58		4.950036526	52.3734169	75.98333333
vehicle_obstruction	27-11-2019 13:43	27-11-2019 14:58	A58	4.443641663	51.52948761	75.63333333
vehicle_obstruction	27-11-2019 13:44	27-11-2019 13:48	A10	4.963729858	52.35271835	4.2
general_obstruction	27-11-2019 13:44	27-11-2019 16:20	N323	5.497746468	51.88003922	156.1666667
accident	27-11-2019 13:45	27-11-2019 15:00	A13	4.437207699	51.93276978	75.11666667
vehicle_obstruction	27-11-2019 13:46	27-11-2019 15:01	A28	6.542194366	52.95152283	75.58333333
vehicle_obstruction	27-11-2019 13:48	27-11-2019 13:58	A28	5.293659687	52.11386871	9.816666667
vehicle_obstruction	27-11-2019 13:49	27-11-2019 14:26	A58	4.445076942	51.52944946	37
vehicle_obstruction	27-11-2019 13:49	27-11-2019 15:05	A20	4.659760475	52.02337646	75.9
vehicle_obstruction	27-11-2019 13:53	27-11-2019 15:14	A15	4.360873222	51.87651062	80.83333333
vehicle_obstruction	27-11-2019 13:56	27-11-2019 15:11	A2	5.102990627	51.97563553	75.78333333
vehicle_obstruction	27-11-2019 13:56	27-11-2019 14:29	A27	4.944297791	51.8319397	32.66666667
accident	27-11-2019 13:56	27-11-2019 15:11	A27	4.944212437	51.83198929	75.1
vehicle_obstruction	27-11-2019 13:57	27-11-2019 15:12	N62	3.800987482	51.33178329	75.68333333
vehicle_obstruction	27-11-2019 14:00	27-11-2019 14:04	A20	4.654029846	52.02048874	4.25
vehicle_obstruction	27-11-2019 14:07	27-11-2019 15:22	A76	5.871050358	50.93896484	75.15
accident	27-11-2019 14:07	27-11-2019 15:23	A58	5.196206093	51.53075409	75.9
vehicle_obstruction	27-11-2019 14:11	27-11-2019 14:18	A58	4.213006973	51.42586136	7.416666667
vehicle_obstruction	27-11-2019 14:12	27-11-2019 15:27	A58	4.445101738	51.52939606	75.28333333
vehicle_obstruction	27-11-2019 14:13	27-11-2019 14:59	A15	5.081692219	51.83950043	45.95
general_obstruction	27-11-2019 14:16	27-11-2019 14:37	A2	5.214063644	51.87350845	21.98333333
accident	27-11-2019 14:16	27-11-2019 15:32	A4	4.316631794	51.48955154	75.91666667
vehicle_obstruction	27-11-2019 14:18	27-11-2019 15:33	A76	5.819264889	50.95244598	75.56666667
vehicle_obstruction	27-11-2019 14:20	27-11-2019 15:36	A325	5.894634724	51.96155548	76.05
vehicle_obstruction	27-11-2019 14:23	27-11-2019 16:12	A73	5.773690224	51.82416916	109.7666667
vehicle_obstruction	27-11-2019 14:24	27-11-2019 14:36	A27	5.017066956	51.95158005	11.93333333
vehicle_obstruction	27-11-2019 14:28	27-11-2019 15:44	A76	5.83528471	50.94692993	75.85
vehicle_obstruction	27-11-2019 14:31	27-11-2019 14:42	A58	5.197272778	51.53046036	11.31666667
vehicle_obstruction	27-11-2019 14:31	27-11-2019 15:46	A28	5.431805611	52.17884827	75.15
vehicle_obstruction	27-11-2019 14:43	27-11-2019 14:46	A28	5.411439896	52.14453888	2.966666667
accident	27-11-2019 14:43	27-11-2019 15:58	A15	4.726228237	51.83592224	75.13333333
vehicle_obstruction	27-11-2019 14:47	27-11-2019 16:03	A28	6.269582272	52.68446732	75.93333333
vehicle_obstruction	27-11-2019 14:50	27-11-2019 16:05	A15	4.93543148	51.84118652	75.08333333
vehicle_obstruction	27-11-2019 14:54	27-11-2019 16:09	A10	4.911870003	52.32933044	75.73333333
vehicle_obstruction	27-11-2019 14:57	27-11-2019 16:13	A2	4.980213642	52.22984695	75.96666667
vehicle_obstruction	27-11-2019 14:58	27-11-2019 16:13	N206	4.488311291	52.1365242	75.43333333
general_obstruction	27-11-2019 14:59	27-11-2019 15:22	A73	5.775809765	51.81968307	23.88333333
vehicle_obstruction	27-11-2019 15:04	27-11-2019 16:20	A58	5.403702736	51.47619629	76.16666667
vehicle_obstruction	27-11-2019 15:05	27-11-2019 15:05	A15	4.556952	51.87002945	0.616666667
vehicle_obstruction	27-11-2019 15:05	27-11-2019 15:14	A15	4.556952	51.87002945	9.333333333
vehicle_obstruction	27-11-2019 15:08	27-11-2019 16:23	A13	4.382112026	52.00789261	75.56666667
accident	27-11-2019 15:08	27-11-2019 16:23	A50	5.569288254	51.71272659	75.21666667
vehicle_obstruction	27-11-2019 15:09	27-11-2019 15:20	A2	4.964284897	52.26081085	11.33333333
vehicle_obstruction	27-11-2019 15:10	27-11-2019 19:46	A10	4.918138027	52.41632843	276.7
vehicle_obstruction	27-11-2019 15:10	27-11-2019 15:26	A50	5.771232128	51.92232895	16.13333333
vehicle_obstruction	27-11-2019 15:12	27-11-2019 15:48	A50	5.576807022	51.69691849	35.66666667
vehicle_obstruction	27-11-2019 15:13	27-11-2019 16:28	A2	4.986048222	52.18037033	75.11666667
vehicle_obstruction	27-11-2019 15:14	27-11-2019 16:29	A4	4.379421711	51.88838959	75.43333333
vehicle_obstruction	27-11-2019 15:16	27-11-2019 16:32	A4	4.372834682	52.05955505	75.9
general_obstruction	27-11-2019 15:18	27-11-2019 16:33	A2	5.470972538	51.40554047	75.8
accident	27-11-2019 15:18	27-11-2019 16:33	N260	4.949612141	51.57188416	75.61666667
vehicle_obstruction	27-11-2019 15:19	27-11-2019 16:12	A15	4.327604771	51.87070847	53.78333333
vehicle_obstruction	27-11-2019 15:21	27-11-2019 16:36	A4	4.665631771	52.24573517	75.35
vehicle_obstruction	27-11-2019 15:21	27-11-2019 15:23	A27	5.096026897	51.96992111	1.533333333
vehicle_obstruction	27-11-2019 15:22	27-11-2019 15:37	A20	4.652796745	52.01634598	14.66666667
vehicle_obstruction	27-11-2019 15:22	27-11-2019 16:12	A2	4.986529827	52.20840073	50.26666667
vehicle_obstruction	27-11-2019 15:23	27-11-2019 16:38	A2	5.822439671	51.03158951	75.66666667
vehicle_obstruction	27-11-2019 15:23	27-11-2019 16:12	A2	5.822072983	51.03136063	49.28333333
vehicle_obstruction	27-11-2019 15:27	27-11-2019 16:12	A50	5.716651917	51.86264038	45.26666667
general_obstruction	27-11-2019 15:28	27-11-2019 15:41	A1	7.014544487	52.31059265	13.71666667
vehicle_obstruction	27-11-2019 15:28	27-11-2019 15:40	A35	6.744955063	52.28282166	12.53333333
vehicle_obstruction	27-11-2019 15:29	27-11-2019 15:54	A16	4.686785221	51.65296173	25.95
accident	27-11-2019 15:29	27-11-2019 16:44	A50	5.576528549	51.69537735	75.13333333
general_obstruction	27-11-2019 15:29	27-11-2019 16:01	N201	4.714216232	52.2861824	31.81666667
vehicle_obstruction	27-11-2019 15:30	27-11-2019 16:46	A5	4.73383522	52.3259697	75.9
vehicle_obstruction	27-11-2019 15:33	27-11-2019 16:12	A15	4.808581829	51.82249832	39.28333333
general_obstruction	27-11-2019 15:34	27-11-2019 15:43	A15	4.838470459	51.82327652	9.566666667
vehicle_obstruction	27-11-2019 15:38	27-11-2019 16:12	N2	5.71284008	50.85889816	34.76666667
vehicle_obstruction	27-11-2019 15:38	27-11-2019 15:49	A5	4.733538151	52.32233047	11.58333333
vehicle_obstruction	27-11-2019 15:38	27-11-2019 16:53	N322	5.698478699	51.86262894	75.71666667
vehicle_obstruction	27-11-2019 15:38	27-11-2019 15:38	A50	5.57682991	51.6957016	0.366666667
vehicle_obstruction	27-11-2019 15:38	27-11-2019 16:12	A1	5.017950058	52.3325882	34.26666667
vehicle_obstruction	27-11-2019 15:38	27-11-2019 16:12	A50	5.576779842	51.69678116	34.25
vehicle_obstruction	27-11-2019 15:41	27-11-2019 16:56	A2	5.063662529	52.10246658	75.51666667
vehicle_obstruction	27-11-2019 15:42	27-11-2019 16:57	A1	5.017282963	52.33253098	75.68333333
vehicle_obstruction	27-11-2019 15:43	27-11-2019 16:58	N206	4.492329121	52.13182831	75.66666667
vehicle_obstruction	27-11-2019 15:44	27-11-2019 15:49	A1	6.447047234	52.25907135	4.666666667
accident	27-11-2019 15:44	27-11-2019 16:59	A50	5.576676846	51.69726181	75.15
vehicle_obstruction	27-11-2019 15:48	27-11-2019 17:27	N14	4.363506794	52.10171127	99.05
vehicle_obstruction	27-11-2019 15:51	27-11-2019 16:12	A29	4.509604931	51.83008957	21.78333333
vehicle_obstruction	27-11-2019 15:51	27-11-2019 17:06	A29	4.509654999	51.83010483	75.7
accident	27-11-2019 15:51	27-11-2019 17:06	A1	4.962164879	52.35211945	75.7
accident	27-11-2019 15:55	27-11-2019 17:10	A2	5.066237926	52.10028839	75.53333333
general_obstruction	27-11-2019 15:58	27-11-2019 16:12	A17	4.499379635	51.60325241	14.4
vehicle_obstruction	27-11-2019 15:58	27-11-2019 17:14	A1	6.002112389	52.18250656	76.01666667
vehicle_obstruction	27-11-2019 15:59	27-11-2019 17:15	A12	4.359498024	52.06701279	75.91666667
vehicle_obstruction	27-11-2019 15:59	27-11-2019 16:00	A73	5.835050106	51.77043152	0.133333333
vehicle_obstruction	27-11-2019 16:00	27-11-2019 17:15	A15	5.236120224	51.85830688	75.4
vehicle_obstruction	27-11-2019 16:01	27-11-2019 17:16	A348	6.051804543	52.01338959	75.61666667
accident	27-11-2019 16:01	27-11-2019 17:16	A59	4.893092632	51.6896019	75.43333333
general_obstruction	27-11-2019 16:01	27-11-2019 16:22	A27	5.12351656	52.01724625	21.13333333
vehicle_obstruction	27-11-2019 16:01	27-11-2019 17:16	A15	5.263371468	51.85851669	75.08333333
vehicle_obstruction	27-11-2019 16:02	27-11-2019 16:18	A1	6.002190113	52.18246078	16.08333333
vehicle_obstruction	27-11-2019 16:02	27-11-2019 17:17	N11	4.684753418	52.11101151	75.43333333
vehicle_obstruction	27-11-2019 16:03	27-11-2019 17:18	A16	4.649746895	51.80635834	75.75
vehicle_obstruction	27-11-2019 16:04	27-11-2019 17:20	A16	4.640340805	51.81217957	75.9
vehicle_obstruction	27-11-2019 16:05	27-11-2019 16:34	A16	4.695927143	51.63972092	29.51666667
vehicle_obstruction	27-11-2019 16:06	27-11-2019 17:22	A12	5.345148087	52.06551743	76.13333333
accident	27-11-2019 16:07	27-11-2019 17:22	A50	5.822412014	52.02431107	75.28333333
vehicle_obstruction	27-11-2019 16:08	27-11-2019 17:08	A9	4.688387871	52.42295837	60.51666667
vehicle_obstruction	27-11-2019 16:08	27-11-2019 17:24	A9	4.688268185	52.42311096	76.01666667
vehicle_obstruction	27-11-2019 16:09	27-11-2019 16:14	A2	5.067391872	52.09952164	5.116666667
accident	27-11-2019 16:09	27-11-2019 17:24	A6	5.66943264	52.63143539	75.33333333
vehicle_obstruction	27-11-2019 16:09	27-11-2019 17:24	A9	4.669148922	52.43999481	75.15
vehicle_obstruction	27-11-2019 16:14	27-11-2019 17:08	A15	4.628739834	51.85639191	54.01666667
vehicle_obstruction	27-11-2019 16:16	27-11-2019 17:31	A28	5.24786377	52.10451126	75.35
vehicle_obstruction	27-11-2019 16:17	27-11-2019 17:32	A12	4.9257164	52.07826233	75.28333333
vehicle_obstruction	27-11-2019 16:19	27-11-2019 17:34	A12	4.358130932	52.06733704	75.43333333
vehicle_obstruction	27-11-2019 16:20	27-11-2019 17:35	A12	5.134597778	52.05482483	75.08333333
vehicle_obstruction	27-11-2019 16:22	27-11-2019 17:38	A28	6.167891026	52.54454803	75.9
vehicle_obstruction	27-11-2019 16:23	27-11-2019 16:55	A58	4.930335045	51.55261993	31.5
vehicle_obstruction	27-11-2019 16:26	27-11-2019 17:42	A58	4.930094719	51.55264664	76.05
vehicle_obstruction	27-11-2019 16:27	27-11-2019 17:46	A27	5.13601017	52.0283432	79.46666667
vehicle_obstruction	27-11-2019 16:28	27-11-2019 17:44	A73	5.727655411	51.85456848	76
